doi,title,authors,author_affiliations,venue,container_title,event_name,event_location,pages,published_print,published_online,doi_url,acm_page_url,official_pdf_download_url,supplementary_material_url,source_archive_url,github_urls,repository_urls,dataset_urls,arxiv_ids,arxiv_abs_urls,arxiv_pdf_urls,arxiv_source_urls,all_extracted_urls,publisher,license_urls,reference_count,is_referenced_by_count,crossref_type,fetched_at_utc
10.1145/3805622.3810630,PCMA: Prompt-guided Cross-domain Multi-prototype Alignment for Source-Free Domain Adaptation,Kaicheng Peng; Ya Li,"Guangzhou University, Guangzhou, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1138-1146,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810630,https://dl.acm.org/doi/10.1145/3805622.3810630,https://dl.acm.org/doi/pdf/10.1145/3805622.3810630,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,40,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810586,SAM3-LiteText: An Anatomical Study of the SAM3 Text Encoder for Efficient Vision-Language Segmentation,Chengxi Zeng; Yuxuan Jiang; Ge Gao; Shuai Wang; Duolikun Danier; Bin Zhu; Stevan Rudinac; David Bull; Fan Zhang,"University of Bristol, Bristol, United Kingdom; University of Amsterdam, Amsterdam, Netherlands; University of Edinburgh, Edinburgh, United Kingdom; Singapore Management University, Singapore, Singapore",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1147-1156,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810586,https://dl.acm.org/doi/10.1145/3805622.3810586,https://dl.acm.org/doi/pdf/10.1145/3805622.3810586,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,51,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810584,HB-Mamba: Hierarchical Bi-directional State Space Modeling for LiDAR Semantic Segmentation in Autonomous Driving,Wei Li; Haiyun Guo; Manli Tao; Honghui Dong; Ming Tang; Jinqiao Wang,"Beijing Jiaotong University, Beijing, China; Institute of Automation, Chinese Academy of Sciences, Beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1157-1165,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810584,https://dl.acm.org/doi/10.1145/3805622.3810584,https://dl.acm.org/doi/pdf/10.1145/3805622.3810584,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,34,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810579,LTA-Gait: In-Network Temporal Activation of Large Vision Models for Gait Recognition,Qichao Zhang; Genlang Chen; Chengcheng Jia; Jiajian Zhang,"Dalian Ocean University, Dalian, China; NingboTech University, Ningbo, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1166-1173,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810579,https://dl.acm.org/doi/10.1145/3805622.3810579,https://dl.acm.org/doi/pdf/10.1145/3805622.3810579,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode,23,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810577,RMPL: Relation-aware Multi-task Progressive Learning with Stage-wise Training for Multimedia Event Extraction,Yongkang Jin; Jianwen Luo; Jingjing Wang; Jianmin Yao; Yu Hong,"School of Computer Science and Technology, Soochow University, Suzhou, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1184-1193,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810577,https://dl.acm.org/doi/10.1145/3805622.3810577,https://dl.acm.org/doi/pdf/10.1145/3805622.3810577,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,36,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810574,ESG-Rec: Enhancing Static-Graph Representations via Tri-view Contrastive Learning for Multimodal Recommendation,Wenfeng Li; Ru Wang; Fuyong Xu; Guoshuai Yang; Peiyu Liu,"Shandong Normal University, Jinan, Shandong, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1194-1202,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810574,https://dl.acm.org/doi/10.1145/3805622.3810574,https://dl.acm.org/doi/pdf/10.1145/3805622.3810574,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,43,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810572,GD-Head: Reconstructing High-quality 3D Avatar Head from a Single Image Using Geometry-guided Diffusion Models,Leyuan Liu; Xiaoqing Chen; Yufei Qian; Jingying Chen,"Central China Normal University, WuHan, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1203-1212,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810572,https://dl.acm.org/doi/10.1145/3805622.3810572,https://dl.acm.org/doi/pdf/10.1145/3805622.3810572,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,53,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810569,HM-NVS: Hierarchical Multi-Modal Novel View Synthesis\\with Uncertainty-Aware Progressive Refinement,Jiahao Chang; Haohua Zhao; Liqing Zhang,"Shanghai Jiaotong University, Shanghai, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1213-1221,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810569,https://dl.acm.org/doi/10.1145/3805622.3810569,https://dl.acm.org/doi/pdf/10.1145/3805622.3810569,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,51,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810576,PSRNet: Progressive Semantic Refinement for Human Parsing via Text Conditioning and Embedding-Based Calibration,Ming Meng; Hanwen Liu; Xingxing Xiang; Long Ye; Lei Zhang; Zhaoxin Fan,"School of Data Science and Intelligent Media, Communication University of China, Beijing, China; Hainan International College, Communication University of China, Hainan, China; School of International Business, University of International Business and Economics, Beijing, China; School of Computer and Artificial Intelligence, Beijing Technology and Business University, Beijing, China; Beijing Advanced Innovation Center for Future Blockchain and Privacy Computing, Beihang University, Beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1222-1230,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810576,https://dl.acm.org/doi/10.1145/3805622.3810576,https://dl.acm.org/doi/pdf/10.1145/3805622.3810576,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,44,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810588,VAR-3D: View-aware Auto-Regressive Model for Text-to-3D Generation via a 3D Tokenizer,Zongcheng Han; Yu Hong; Haoran Sun; Dongyan Cao,"School of Computer Science and Technology, Soochow University, Suzhou, China; Suzhou Research Institute, Harbin Institute of Technology, Suzhou, China and Research Center for Social Computing and Interactive Robotics, Harbin Institute of Technology, Harbin, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1231-1240,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810588,https://dl.acm.org/doi/10.1145/3805622.3810588,https://dl.acm.org/doi/pdf/10.1145/3805622.3810588,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,73,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810595,From Diffusion to Rectified Flow: Rethinking Text-Based Segmentation,Zishen Qu; Xuesong Li; Hongwei Kang; Haijian Gu; Quan Meng; Tianrui Niu; Xin Yang; Ruidong Pan,"Zhejiang University, Hangzhou, China; bytedance, Beijing, China; Southeast University, Nanjing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1241-1250,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810595,https://dl.acm.org/doi/10.1145/3805622.3810595,https://dl.acm.org/doi/pdf/10.1145/3805622.3810595,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,56,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810594,Geometry-Guided Depth Correction for Metric Relative Pose Estimation,Shibin Xie; Hao Yin; Shuting Wang; Xiaokang Fang; Liang Jin; Haotian Liu; Yanting Zhang; Shen Cai,"Donghua University, Shanghai, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1251-1259,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810594,https://dl.acm.org/doi/10.1145/3805622.3810594,https://dl.acm.org/doi/pdf/10.1145/3805622.3810594,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,51,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810593,Learning Where to Embed: Noise-Aware Positional Embedding for Query Retrieval in Small-Object Detection,Yangchen Zeng; Zhenyu Yu; Dongming Jiang; Wenbo Zhang; Yifan Hong; Zhanhua Hu; Jiao Luo; Kangning Cui,"Southeast University, Nanjing, China; Fudan University, Shanghai, China; The University of Texas at Dallas, Dallas, USA; Zhejiang Normal university, Hangzhou, China; Data Space Research Institute, Hefei Comprehensive National Science Center, Hefei, China; Rice university, Houston, USA; College of Informatics, Huazhong Agricultural University, Wuhan, China; Wake Forest University, Winston-Salem, USA and City University of Hong Kong (Dongguan), Dongguan, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1260-1269,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810593,https://dl.acm.org/doi/10.1145/3805622.3810593,https://dl.acm.org/doi/pdf/10.1145/3805622.3810593,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,73,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810592,Time-Surface Self-Attention: Restoring Temporal Connectivity in Spiking Transformers,Tiantian Xiao; Xi Wu; Hongbin Lv; Daoyuan Wang,"School of Artificial Intelligence, Beijing Normal University, Beijing, China; School of Biological Science and Medical Engineering, Beihang University, Beijing, China; School of Computer Science and Engineering, Central South University, Changsha, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1270-1278,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810592,https://dl.acm.org/doi/10.1145/3805622.3810592,https://dl.acm.org/doi/pdf/10.1145/3805622.3810592,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode,51,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810589,RHVI-FDD: A Hierarchical Decoupling Framework for Low-Light Image Enhancement,Junhao Yang; Chunguo Wu; Bo Yang; Hongwei Ge; Yanchun Liang; Heow Pueh Lee,"College of Software, Jilin University, Changchun, China; Key Laboratory of Symbolic Computation and Knowledge Engineering of Ministry of Education, Jilin University, Changchun, China and College of Computer Science and Technology, Jilin University, Changchun, China; College of Computer Science and Technology, Jilin University, Changchun, China and Key Laboratory of Symbolic Computation and Knowledge Engineering of Ministry of Education, Jilin University, Changchun, China; College of Computer Science and Technology, Dalian University of Technology, Dalian, China; School of Computer Science, Zhuhai College of Science and Technology, Zhuhai, China; Department of Mechanical Engineering, National University of Singapore, Singapore, Singapore",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1279-1288,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810589,https://dl.acm.org/doi/10.1145/3805622.3810589,https://dl.acm.org/doi/pdf/10.1145/3805622.3810589,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,71,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810647,BSSNet: Block-Aware Serialized Spatial Learning for Robust Point Cloud Registration,Hang Li; Yulong Sun; Binhong Zhao; Feng Chen; Limei Hu,"Southwest University, College of Artificial Intelligence, Chongqing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1289-1297,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810647,https://dl.acm.org/doi/10.1145/3805622.3810647,https://dl.acm.org/doi/pdf/10.1145/3805622.3810647,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,45,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810648,Event-Centric Structural Modeling for Zero-Shot Video Moment Retrieval,Xin Li; Yongxiu Xu; Yuyao Kong; Hongbo Xu; Gaopeng Gou; Yubin Wang,"Institute of Information Engineering，Chinese Academy of Sciences, Beijing, China and School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; Institute of Information Engineering，Chinese Academy of Sciences, Beijing, China and School of Cyber Security, University of Chinese Academy of Sciences, Beijing, Chile",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1298-1307,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810648,https://dl.acm.org/doi/10.1145/3805622.3810648,https://dl.acm.org/doi/pdf/10.1145/3805622.3810648,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,51,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810703,SliceCSRef: Dual-Level Semantic Alignment for Robust Speech Referring Expression Comprehension,Lihong Huang; Sheng-Hua Zhong; Qiao Yan; Zhijiao Xiao; Yan Liu,"College of Computer Science and Software Engineering, Shenzhen university, Shenzhen, China; College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China; Department of Computing, The Hong Kong Polytechnic University, Hong Kong, Hong Kong",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1308-1316,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810703,https://dl.acm.org/doi/10.1145/3805622.3810703,https://dl.acm.org/doi/pdf/10.1145/3805622.3810703,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,41,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810701,Evo-CuRL: Curriculum-Aware Reinforcement Learning over Code Lineage Graphs for Software Engineering Reasoning,Wei Tan; Yuanhao Li; Wenkai Liang,"University of Bristol, Bristol, United Kingdom; Beijing University of Posts and Telecommunications, Beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1327-1335,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810701,https://dl.acm.org/doi/10.1145/3805622.3810701,https://dl.acm.org/doi/pdf/10.1145/3805622.3810701,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,44,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810697,QMTD: Query Vector Guided Multi-Scale Text Detection,Zhiqiang You; Yutong Jiang; Shenguang Huang; Zhangjie Liu; Gaode Wu; Haoyu Wang,"Hunan University, Changsha, China; Ningbo Port Information Communication Co., Ltd., Ningbo, China; Meta, NewYork, USA",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1346-1354,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810697,https://dl.acm.org/doi/10.1145/3805622.3810697,https://dl.acm.org/doi/pdf/10.1145/3805622.3810697,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,42,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810692,Dual-view Driver Gaze Estimation via Mutual Enhancement,Chengzheng Fu; Rong Quan; Siyu Chen; Yiming Ni; Jie Qin,"Nanjing University of Aeronautics and Astronautics, Nanjing, China; Jimei University, Xiamen, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1365-1374,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810692,https://dl.acm.org/doi/10.1145/3805622.3810692,https://dl.acm.org/doi/pdf/10.1145/3805622.3810692,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,46,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810696,KAN or MLP? Point Cloud Shows the Way Forward,Yan Shi; Qingdong He; Yijun Liu; Jingyong Su,"Harbin Institute of Technology, Shenzhen, Shenzhen, China; Tencent, Shanghai, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1375-1384,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810696,https://dl.acm.org/doi/10.1145/3805622.3810696,https://dl.acm.org/doi/pdf/10.1145/3805622.3810696,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,54,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
